No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Channel,Frequency,Info,Loation,Time_of_day,Day,Sequence Number,Retransmission Flag,Retransmission Count,absolute time,Latency
181,2024-10-25 19:25:10.049,0e:d5:b2:d0:b3:8a,Broadcast,802.11,292,-90 dBm,-98 dBm,8 dB,6,2437MHz,"Beacon frame, SN=2613, FN=0, Flags=........C, BI=100, SSID=""iPhone (2)""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Friday,2613.0,0,0.0,2024-10-25 19:25:10.049,0.005
185,2024-10-25 19:25:10.050,Intel_ae:fc:22,b2:fe:6f:a7:9f:82,802.11,142,-55 dBm,-98 dBm,43 dB,6,2437MHz,"QoS Data, SN=826, FN=0, Flags=.p.....TC",Library,19,Friday,826.0,0,0.0,2024-10-25 19:25:10.050,0.001
191,2024-10-25 19:25:10.073,07:fe:c7:76:56:33,36:d3:e1:95:73:7f,802.11,615,-85 dBm,-98 dBm,13 dB,6,2437MHz,"Reassociation Response, SN=3677, FN=6, Flags=o.mP....C[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Friday,3677.0,0,0.0,2024-10-25 19:25:10.073,0.023
198,2024-10-25 19:25:10.101,b2:fe:6f:a7:9f:82,Broadcast,802.11,232,-53 dBm,-98 dBm,45 dB,6,2437MHz,"Beacon frame, SN=3386, FN=0, Flags=........C, BI=100, SSID=""Lynn's A55""",Library,19,Friday,3386.0,0,0.0,2024-10-25 19:25:10.101,0.028
202,2024-10-25 19:25:10.107,HewlettPacka_7a:f1:23,5a:63:a5:61:23:75,802.11,363,-82 dBm,-98 dBm,16 dB,6,2437MHz,"Probe Response, SN=1795, FN=0, Flags=........C, BI=100, SSID=""eduroam""[Malformed Packet]",Library,19,Friday,1795.0,0,0.0,2024-10-25 19:25:10.107,0.006
203,2024-10-25 19:25:10.108,HewlettPacka_7a:f1:24,5a:63:a5:61:23:75,802.11,325,-77 dBm,-98 dBm,21 dB,6,2437MHz,"Probe Response, SN=2085, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""[Malformed Packet]",Library,19,Friday,2085.0,0,0.0,2024-10-25 19:25:10.108,0.001
204,2024-10-25 19:25:10.109,HewlettPacka_7a:f1:21,5a:63:a5:61:23:75,802.11,353,-87 dBm,-98 dBm,11 dB,6,2437MHz,"Probe Response, SN=2475, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,19,Friday,2475.0,0,0.0,2024-10-25 19:25:10.109,0.001
215,2024-10-25 19:25:10.125,MS-NLB-PhysServer-32_09:64:3f:56:7c,Broadcast,802.11,284,-69 dBm,-98 dBm,29 dB,6,2437MHz,"Beacon frame, SN=1438, FN=0, Flags=........C, BI=100, SSID=""Will pettiona""",Library,19,Friday,1438.0,0,0.0,2024-10-25 19:25:10.125,0.016
245,2024-10-25 19:25:10.161,ICANNIANADep_00:04:00,LiteonTechno_d0:7f:da,802.11,159,-79 dBm,-98 dBm,19 dB,6,2437MHz,"QoS Data, SN=1040, FN=0, Flags=.p....F.C",Library,19,Friday,1040.0,0,0.0,2024-10-25 19:25:10.161,0.036
243,2024-10-25 19:25:10.161,ICANNIANADep_00:04:00,LiteonTechno_d0:7f:da,802.11,160,,-98 dBm,,6,2437MHz,"QoS Data, SN=1038, FN=0, Flags=.p....F.C",Library,19,Friday,1038.0,0,0.0,2024-10-25 19:25:10.161,0.0
244,2024-10-25 19:25:10.161,ICANNIANADep_00:04:00,LiteonTechno_d0:7f:da,802.11,158,,-98 dBm,,6,2437MHz,"QoS Data, SN=1039, FN=0, Flags=.p....F.C",Library,19,Friday,1039.0,0,0.0,2024-10-25 19:25:10.161,0.0
253,2024-10-25 19:25:10.179,a6:8a:31:58:03:11,Broadcast,802.11,284,-82 dBm,-98 dBm,16 dB,6,2437MHz,"Beacon frame, SN=1799, FN=0, Flags=........C, BI=100, SSID=""Walters Phone""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Friday,1799.0,0,0.0,2024-10-25 19:25:10.179,0.018
255,2024-10-25 19:25:10.194,HewlettPacka_7a:f1:21,ca:26:48:a2:e0:88,802.11,353,-82 dBm,-98 dBm,16 dB,6,2437MHz,"Probe Response, SN=2476, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,19,Friday,2476.0,0,0.0,2024-10-25 19:25:10.194,0.015
256,2024-10-25 19:25:10.204,b2:fe:6f:a7:9f:82,Broadcast,802.11,232,-53 dBm,-98 dBm,45 dB,6,2437MHz,"Beacon frame, SN=3387, FN=0, Flags=........C, BI=100, SSID=""Lynn's A55""",Library,19,Friday,3387.0,0,0.0,2024-10-25 19:25:10.204,0.01
371,2024-10-25 19:25:11.330,b2:fe:6f:a7:9f:82,Broadcast,802.11,240,-71 dBm,-98 dBm,27 dB,4,2427MHz,"Beacon frame, SN=3400, FN=0, Flags=........C, BI=100[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Friday,3400.0,0,0.0,2024-10-25 19:25:11.330,1.126
394,2024-10-25 19:25:11.891,2a:3f:b7:7c:54:a7,IPv4mcast_7f:ff:fa,802.11,230,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Data, SN=670, FN=7, Flags=.p....F.C",Library,19,Friday,670.0,0,0.0,2024-10-25 19:25:11.891,0.561
398,2024-10-25 19:25:11.917,HewlettPacka_7a:c4:80,Broadcast,802.11,369,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Beacon frame, SN=1623, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Friday,1623.0,0,0.0,2024-10-25 19:25:11.917,0.026
399,2024-10-25 19:25:11.917,HewlettPacka_7a:c4:85,Broadcast,802.11,368,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Beacon frame, SN=1624, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,19,Friday,1624.0,0,0.0,2024-10-25 19:25:11.917,0.0
400,2024-10-25 19:25:11.919,HewlettPacka_7a:c4:84,Broadcast,802.11,352,-76 dBm,-98 dBm,22 dB,6,2437MHz,"Beacon frame, SN=1627, FN=0, Flags=........C, BI=100, SSID=476c6f62616c5f53747564656e24e6",Library,19,Friday,1627.0,0,0.0,2024-10-25 19:25:11.919,0.002
401,2024-10-25 19:25:11.919,6a:78:ee:ba:8c:fa,Broadcast,802.11,361,-76 dBm,-98 dBm,22 dB,6,2437MHz,"Beacon frame, SN=3250, FN=13, Flags=........C, BI=100, SSID=Wildcard (Broadcast)[Malformed Packet]",Library,19,Friday,3250.0,0,0.0,2024-10-25 19:25:11.919,0.0
402,2024-10-25 19:25:11.930,be:a3:86:b1:b6:b4,Broadcast,802.11,289,-73 dBm,-98 dBm,25 dB,6,2437MHz,"Beacon frame, SN=1648, FN=0, Flags=........C, BI=300, SSID=000000000000000000000000000000000000",Library,19,Friday,1648.0,0,0.0,2024-10-25 19:25:11.930,0.011
407,2024-10-25 19:25:11.944,b2:fe:6f:a7:9f:82,Broadcast,802.11,240,-54 dBm,-98 dBm,44 dB,6,2437MHz,"Beacon frame, SN=3406, FN=0, Flags=........C, BI=100, SSID=""Lynn's A55""",Library,19,Friday,3406.0,0,0.0,2024-10-25 19:25:11.944,0.014
414,2024-10-25 19:25:11.947,b2:fe:6f:a7:9f:82,Intel_ae:fc:22,802.11,142,-60 dBm,-98 dBm,38 dB,6,2437MHz,"QoS Data, SN=1899, FN=0, Flags=.p....F.C",Library,19,Friday,1899.0,0,0.0,2024-10-25 19:25:11.947,0.003
418,2024-10-25 19:25:11.950,16:85:53:81:db:b7,Broadcast,802.11,286,-88 dBm,-98 dBm,10 dB,6,2437MHz,"Beacon frame, SN=2339, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,19,Friday,2339.0,0,0.0,2024-10-25 19:25:11.950,0.003
425,2024-10-25 19:25:11.961,HewlettPacka_7a:f1:23,Broadcast,802.11,378,-86 dBm,-98 dBm,12 dB,6,2437MHz,"Beacon frame, SN=575, FN=0, Flags=........C, BI=100, SSID=""eduroam""[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Friday,575.0,0,0.0,2024-10-25 19:25:11.961,0.011
426,2024-10-25 19:25:11.961,HewlettPacka_7a:f1:24,Broadcast,802.11,340,-84 dBm,-98 dBm,14 dB,6,2437MHz,"Beacon frame, SN=576, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,19,Friday,576.0,0,0.0,2024-10-25 19:25:11.961,0.0
427,2024-10-25 19:25:11.961,HewlettPacka_7a:f1:25,Broadcast,802.11,352,-76 dBm,-98 dBm,22 dB,6,2437MHz,"Beacon frame, SN=577, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,19,Friday,577.0,0,0.0,2024-10-25 19:25:11.961,0.0
428,2024-10-25 19:25:11.961,HewlettPacka_7a:f1:22,ff:99:fc:ff:ff:ff,802.11,361,-83 dBm,-98 dBm,15 dB,6,2437MHz,"Beacon frame, SN=578, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,19,Friday,578.0,0,0.0,2024-10-25 19:25:11.961,0.0
429,2024-10-25 19:25:11.962,HewlettPacka_7a:f1:21,Broadcast,802.11,368,-86 dBm,-98 dBm,12 dB,6,2437MHz,"Beacon frame, SN=579, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,19,Friday,579.0,0,0.0,2024-10-25 19:25:11.962,0.001
437,2024-10-25 19:25:11.964,b2:fe:6f:a7:9f:82,Intel_ae:fc:22,802.11,176,-60 dBm,-98 dBm,38 dB,6,2437MHz,"QoS Data, SN=1901, FN=0, Flags=.p....F.C",Library,19,Friday,1901.0,0,0.0,2024-10-25 19:25:11.964,0.002
447,2024-10-25 19:25:11.981,Apple_95:9c:a6,a2:fb:c5:20:3e:64,802.11,154,-48 dBm,-98 dBm,50 dB,6,2437MHz,"QoS Data, SN=3743, FN=0, Flags=.p.....TC",Library,19,Friday,3743.0,0,0.0,2024-10-25 19:25:11.981,0.017
450,2024-10-25 19:25:11.987,HewlettPacka_7a:18:91,Broadcast,802.11,369,-87 dBm,-98 dBm,11 dB,6,2437MHz,"Beacon frame, SN=385, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Friday,385.0,0,0.0,2024-10-25 19:25:11.987,0.006
451,2024-10-25 19:25:11.987,HewlettPacka_7a:18:92,Broadcast,802.11,378,-87 dBm,-98 dBm,11 dB,6,2437MHz,"Beacon frame, SN=386, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,19,Friday,386.0,0,0.0,2024-10-25 19:25:11.987,0.0
453,2024-10-25 19:25:11.988,HewlettPacka_7a:18:95,Broadcast,802.11,368,-88 dBm,-98 dBm,10 dB,6,2437MHz,"Beacon frame, SN=390, FN=0, Flags=........C, BI=100, SSID=""uniwide""[Malformed Packet]",Library,19,Friday,390.0,0,0.0,2024-10-25 19:25:11.988,0.001
452,2024-10-25 19:25:11.988,10:10:44:7a:18:93,Broadcast,802.11,361,-88 dBm,-98 dBm,10 dB,6,2437MHz,"Beacon frame, SN=389, FN=0, Flags=........C, BI=4520, SSID=Wildcard (Broadcast)",Library,19,Friday,389.0,0,0.0,2024-10-25 19:25:11.988,0.0
454,2024-10-25 19:25:11.999,36:4c:4c:ae:55:2f,be:a3:86:b1:b6:b4,802.11,76,-44 dBm,-98 dBm,54 dB,6,2437MHz,"Null function (No data), SN=1820, FN=0, Flags=.......TC",Library,19,Friday,1820.0,0,0.0,2024-10-25 19:25:11.999,0.011
466,2024-10-25 19:25:12.019,HewlettPacka_7a:c4:85,Broadcast,802.11,368,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Beacon frame, SN=1630, FN=0, Flags=........C, BI=10066, BI=3674[Malformed Packet: length of contained item exceeds length of containing item]",Library,19,Friday,1630.0,0,0.0,2024-10-25 19:25:12.019,0.02
465,2024-10-25 19:25:12.019,HewlettPacka_7a:c4:80,Broadcast,802.11,369,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Beacon frame, SN=1629, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Friday,1629.0,0,0.0,2024-10-25 19:25:12.019,0.0
470,2024-10-25 19:25:12.032,Intel_ae:fc:22,b2:fe:6f:a7:9f:82,802.11,142,-54 dBm,-98 dBm,44 dB,6,2437MHz,"QoS Data, SN=835, FN=0, Flags=.p.....TC",Library,19,Friday,835.0,1,0.0,2024-10-25 19:25:12.032,0.013
471,2024-10-25 19:25:12.033,55:12:44:7a:aa:44,f1:85:e8:a6:0c:51,802.11,378,-86 dBm,-98 dBm,12 dB,6,2437MHz,"Beacon frame, SN=1325, FN=8, Flags=........C, BI=24824",Library,19,Friday,1325.0,0,0.0,2024-10-25 19:25:12.033,0.001
475,2024-10-25 19:25:12.038,Apple_1b:30:23,a6:8a:31:58:03:11,802.11,53,-85 dBm,-98 dBm,13 dB,6,2437MHz,"Null function (No data), SN=3552, FN=0, Flags=.......TC",Library,19,Friday,3552.0,0,0.0,2024-10-25 19:25:12.038,0.005
478,2024-10-25 19:25:12.043,Intel_ae:fc:22,b2:fe:6f:a7:9f:82,802.11,142,-55 dBm,-98 dBm,43 dB,6,2437MHz,"QoS Data, SN=835, FN=0, Flags=.p..R..TC",Library,19,Friday,835.0,1,1.0,2024-10-25 19:25:12.043,0.005
480,2024-10-25 19:25:12.046,b2:fe:6f:a7:9f:82,Broadcast,802.11,240,-57 dBm,-98 dBm,41 dB,6,2437MHz,"Beacon frame, SN=3407, FN=0, Flags=........C, BI=100, SSID=""Lynn's A55""",Library,19,Friday,3407.0,0,0.0,2024-10-25 19:25:12.046,0.003
485,2024-10-25 19:25:12.047,Intel_ae:fc:22,Broadcast,802.11,174,-54 dBm,-98 dBm,44 dB,6,2437MHz,"QoS Data, SN=836, FN=0, Flags=.p.....TC",Library,19,Friday,836.0,0,0.0,2024-10-25 19:25:12.047,0.001
493,2024-10-25 19:25:12.064,HewlettPacka_7a:f1:22,Broadcast,802.11,361,-86 dBm,-98 dBm,12 dB,6,2437MHz,"Beacon frame, SN=584, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,19,Friday,584.0,0,0.0,2024-10-25 19:25:12.064,0.017
505,2024-10-25 19:25:12.090,21:9b:57:7a:18:94,67:14:b8:89:40:20,802.11,352,-87 dBm,-98 dBm,11 dB,6,2437MHz,"Beacon frame, SN=3654, FN=0, Flags=........C, BI=5008, SSID=476c3ba8ef6c5f53747534004dffec",Library,19,Friday,3654.0,0,0.0,2024-10-25 19:25:12.090,0.026
514,2024-10-25 19:25:12.106,Apple_72:66:4c,16:85:53:81:db:b7,802.11,53,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Null function (No data), SN=248, FN=0, Flags=...P...TC",Library,19,Friday,248.0,0,0.0,2024-10-25 19:25:12.106,0.016
528,2024-10-25 19:25:12.125,HewlettPacka_7a:c4:80,Broadcast,802.11,369,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Beacon frame, SN=1635, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,19,Friday,1635.0,0,0.0,2024-10-25 19:25:12.125,0.019
532,2024-10-25 19:25:12.126,HewlettPacka_7a:c4:84,Broadcast,802.11,352,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Beacon frame, SN=1639, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,19,Friday,1639.0,0,0.0,2024-10-25 19:25:12.126,0.001
531,2024-10-25 19:25:12.126,HewlettPacka_7a:c4:82,Broadcast,802.11,340,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Beacon frame, SN=1638, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,19,Friday,1638.0,0,0.0,2024-10-25 19:25:12.126,0.0
529,2024-10-25 19:25:12.126,HewlettPacka_7a:c4:85,Broadcast,802.11,368,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Beacon frame, SN=1636, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,19,Friday,1636.0,0,0.0,2024-10-25 19:25:12.126,0.0
530,2024-10-25 19:25:12.126,HewlettPacka_7a:c4:83,Broadcast,802.11,378,-79 dBm,-98 dBm,19 dB,6,2437MHz,"Beacon frame, SN=1637, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,19,Friday,1637.0,0,0.0,2024-10-25 19:25:12.126,0.0
533,2024-10-25 19:25:12.127,HewlettPacka_7a:c4:81,Broadcast,802.11,361,-70 dBm,-98 dBm,28 dB,6,2437MHz,"Beacon frame, SN=1640, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,19,Friday,1640.0,0,0.0,2024-10-25 19:25:12.127,0.001
534,2024-10-25 19:25:12.129,a6:8a:31:58:03:11,Broadcast,802.11,284,-85 dBm,-98 dBm,13 dB,6,2437MHz,"Beacon frame, SN=1818, FN=0, Flags=........C, BI=100, SSID=""Walters Phone""[Malformed Packet]",Library,19,Friday,1818.0,0,0.0,2024-10-25 19:25:12.129,0.002
540,2024-10-25 19:25:12.137,36:4c:4c:ae:55:2f,be:a3:86:b1:b6:b4,802.11,76,-44 dBm,-98 dBm,54 dB,6,2437MHz,"Null function (No data), SN=1821, FN=0, Flags=.......TC",Library,19,Friday,1821.0,0,0.0,2024-10-25 19:25:12.137,0.008
544,2024-10-25 19:25:12.137,36:4c:4c:ae:55:2f,a2:fb:c5:20:3e:64,802.11,160,,-98 dBm,,6,2437MHz,"QoS Data, SN=2935, FN=0, Flags=.p.....TC",Library,19,Friday,2935.0,0,0.0,2024-10-25 19:25:12.137,0.0
545,2024-10-25 19:25:12.137,36:4c:4c:ae:55:2f,a2:fb:c5:20:3e:64,802.11,150,,-98 dBm,,6,2437MHz,"QoS Data, SN=2936, FN=0, Flags=.p.....TC",Library,19,Friday,2936.0,0,0.0,2024-10-25 19:25:12.137,0.0
546,2024-10-25 19:25:12.137,36:4c:4c:ae:55:2f,a2:fb:c5:20:3e:64,802.11,1323,,-98 dBm,,6,2437MHz,"QoS Data, SN=2937, FN=0, Flags=.p.....TC",Library,19,Friday,2937.0,0,0.0,2024-10-25 19:25:12.137,0.0
547,2024-10-25 19:25:12.137,36:4c:4c:ae:55:2f,a2:fb:c5:20:3e:64,802.11,1323,,-98 dBm,,6,2437MHz,"QoS Data, SN=2938, FN=0, Flags=.p.....TC",Library,19,Friday,2938.0,0,0.0,2024-10-25 19:25:12.137,0.0
548,2024-10-25 19:25:12.137,36:4c:4c:ae:55:2f,a2:fb:c5:20:3e:64,802.11,264,-45 dBm,-98 dBm,53 dB,6,2437MHz,"QoS Data, SN=2939, FN=0, Flags=.p.....TC",Library,19,Friday,2939.0,0,0.0,2024-10-25 19:25:12.137,0.0
559,2024-10-25 19:25:12.155,16:85:53:81:db:b7,Broadcast,802.11,286,-85 dBm,-98 dBm,13 dB,6,2437MHz,"Beacon frame, SN=2343, FN=0, Flags=........C, BI=100, SSID=""Eriné³200\231s phone :)""[Malformed Packet]",Library,19,Friday,2343.0,1,0.0,2024-10-25 19:25:12.155,0.018
563,2024-10-25 19:25:12.161,b2:fe:6f:a7:9f:82,Broadcast,802.11,240,-58 dBm,-98 dBm,40 dB,6,2437MHz,"Beacon frame, SN=3408, FN=0, Flags=........C, BI=100, SSID=""Lynn's A55""",Library,19,Friday,3408.0,0,0.0,2024-10-25 19:25:12.161,0.006
569,2024-10-25 19:25:12.251,b2:fe:6f:a7:9f:82,Broadcast,802.11,240,-58 dBm,-98 dBm,40 dB,7,2442MHz,"Beacon frame, SN=3409, FN=0, Flags=........C, BI=100, SSID=""Lynn's A55""",Library,19,Friday,3409.0,0,0.0,2024-10-25 19:25:12.251,0.09
572,2024-10-25 19:25:12.354,b2:fe:6f:a7:9f:82,Broadcast,802.11,240,-58 dBm,-98 dBm,40 dB,7,2442MHz,"Beacon frame, SN=3410, FN=0, Flags=........C, BI=100, SSID=""Lynn's A55""",Library,19,Friday,3410.0,0,0.0,2024-10-25 19:25:12.354,0.103
573,2024-10-25 19:25:12.420,MS-NLB-PhysServer-32_09:64:3f:56:7c,d6:cc:c3:d8:b2:4a,802.11,278,-86 dBm,-98 dBm,12 dB,7,2442MHz,"Probe Response, SN=3770, FN=0, Flags=....R...C, BI=100, SSID=""Will pettiona""",Library,19,Friday,3770.0,0,0.0,2024-10-25 19:25:12.420,0.066
575,2024-10-25 19:25:12.456,b2:fe:6f:a7:9f:82,Broadcast,802.11,240,-57 dBm,-98 dBm,41 dB,7,2442MHz,"Beacon frame, SN=3411, FN=0, Flags=........C, BI=100, SSID=""Lynn's A55""",Library,19,Friday,3411.0,0,0.0,2024-10-25 19:25:12.456,0.036
576,2024-10-25 19:25:12.462,16:85:53:81:db:b7,Broadcast,802.11,286,-83 dBm,-98 dBm,15 dB,7,2442MHz,"Beacon frame, SN=2350, FN=0, Flags=........C, BI=100, SSID=""Eriné³200\231s phone :)""[Malformed Packet]",Library,19,Friday,2350.0,0,0.0,2024-10-25 19:25:12.462,0.006
577,2024-10-25 19:25:12.612,15:48:92:9f:40:5e,50:8a:f8:1c:cd:5b,802.11,1935,-87 dBm,-98 dBm,11 dB,8,2447MHz,"Null function (No data), SN=3105, FN=4, Flags=o..P.M..C",Library,19,Friday,3105.0,0,0.0,2024-10-25 19:25:12.612,0.15
578,2024-10-25 19:25:12.630,26:f1:6e:3a:b5:c1,Broadcast,802.11,186,-82 dBm,-98 dBm,16 dB,8,2447MHz,"Probe Request, SN=1037, FN=0, Flags=........C, SSID=""uniwidE""",Library,19,Friday,1037.0,0,0.0,2024-10-25 19:25:12.630,0.018
